athlete_id,school_slug,name_slug,gender,region,tfrrs_url
8320761,Army_West_Point,Kasen_Jeitz,m,east,https://www.tfrrs.org/athletes/8320761/Army_West_Point/Kasen_Jeitz
8266227,Indiana_IN,Andrew_Mangum,m,east,https://www.tfrrs.org/athletes/8266227/Indiana_IN/Andrew_Mangum
9172414,Penn,Vinay__Raman,m,east,https://www.tfrrs.org/athletes/9172414/Penn/Vinay__Raman
8322667,William__Mary,Jonathan_Kumer,m,east,https://www.tfrrs.org/athletes/8322667/William__Mary/Jonathan_Kumer
9171588,Indiana_IN,D&#39;Angelo_Brown,m,east,https://www.tfrrs.org/athletes/9171588/Indiana_IN/D&#39;Angelo_Brown
8948002,High_Point,Camerin_Williams,m,east,https://www.tfrrs.org/athletes/8948002/High_Point/Camerin_Williams
8925706,South_Carolina,Edouard_Lecrivain,m,east,https://www.tfrrs.org/athletes/8925706/South_Carolina/Edouard_Lecrivain
8259511,Mississippi,Carson_Turner,m,east,https://www.tfrrs.org/athletes/8259511/Mississippi/Carson_Turner
8936391,Virginia_Tech,Roan_Kelly,m,east,https://www.tfrrs.org/athletes/8936391/Virginia_Tech/Roan_Kelly
8232893,Villanova,Marco_Langon,m,east,https://www.tfrrs.org/athletes/8232893/Villanova/Marco_Langon
8329149,Virginia,Gary_Martin,m,east,https://www.tfrrs.org/athletes/8329149/Virginia/Gary_Martin
9177965,Florida,Oussama_Allaoui,m,east,https://www.tfrrs.org/athletes/9177965/Florida/Oussama_Allaoui
8585457,Wake_Forest,Rocky_Hansen,m,east,https://www.tfrrs.org/athletes/8585457/Wake_Forest/Rocky_Hansen
8582410,Syracuse,Benne_Anderson,m,east,https://www.tfrrs.org/athletes/8582410/Syracuse/Benne_Anderson
8278828,Princeton,Connor_McCormick,m,east,https://www.tfrrs.org/athletes/8278828/Princeton/Connor_McCormick
8620038,Cornell,Pierre_Attiogbe,m,east,https://www.tfrrs.org/athletes/8620038/Cornell/Pierre_Attiogbe
8582252,Virginia_Tech,George_Couttie,m,east,https://www.tfrrs.org/athletes/8582252/Virginia_Tech/George_Couttie
9294700,Eastern_Kentucky,Bradley_Giblin,m,east,https://www.tfrrs.org/athletes/9294700/Eastern_Kentucky/Bradley_Giblin
8593545,Auburn,Max_Hardin,m,east,https://www.tfrrs.org/athletes/8593545/Auburn/Max_Hardin
8278826,Princeton,Myles_Hogan,m,east,https://www.tfrrs.org/athletes/8278826/Princeton/Myles_Hogan
8244456,Holy_Cross,Liam_Lyons,m,east,https://www.tfrrs.org/athletes/8244456/Holy_Cross/Liam_Lyons
8588195,Kentucky,Edward_Bird,m,east,https://www.tfrrs.org/athletes/8588195/Kentucky/Edward_Bird
9166751,Michigan,Henry_Dixon,m,east,https://www.tfrrs.org/athletes/9166751/Michigan/Henry_Dixon
8264770,Iona,Aiden_Coles,m,east,https://www.tfrrs.org/athletes/8264770/Iona/Aiden_Coles
8231050,Michigan_State,Timothy_Cherry,m,east,https://www.tfrrs.org/athletes/8231050/Michigan_State/Timothy_Cherry
8653955,Princeton,Collin__Boler,m,east,https://www.tfrrs.org/athletes/8653955/Princeton/Collin__Boler
8242349,Penn_State,Ryan_Watson,m,east,https://www.tfrrs.org/athletes/8242349/Penn_State/Ryan_Watson
8261387,Mississippi,Evan_Thornton-Sherman,m,east,https://www.tfrrs.org/athletes/8261387/Mississippi/Evan_Thornton-Sherman
8268858,American,Kaden_Kluth,m,east,https://www.tfrrs.org/athletes/8268858/American/Kaden_Kluth
8588314,Eastern_Kentucky,Taha_Er_Raouy,m,east,https://www.tfrrs.org/athletes/8588314/Eastern_Kentucky/Taha_Er_Raouy
8603168,Penn_State,Nick_Sloff,m,east,https://www.tfrrs.org/athletes/8603168/Penn_State/Nick_Sloff
9169015,Alabama,Hamdani_Benahmed,m,east,https://www.tfrrs.org/athletes/9169015/Alabama/Hamdani_Benahmed
9202566,Duke,Braden_Lofquest,m,east,https://www.tfrrs.org/athletes/9202566/Duke/Braden_Lofquest
8592376,Cincinnati,Gianni_Allwein,m,east,https://www.tfrrs.org/athletes/8592376/Cincinnati/Gianni_Allwein
8905164,Florida,Riley_Smith,m,east,https://www.tfrrs.org/athletes/8905164/Florida/Riley_Smith
8269200,Columbia,Matt_Gatune,m,east,https://www.tfrrs.org/athletes/8269200/Columbia/Matt_Gatune
8230762,North_Carolina,Aiden_Neal,m,east,https://www.tfrrs.org/athletes/8230762/North_Carolina/Aiden_Neal
8228627,Eastern_Michigan,Kian_Wiles,m,east,https://www.tfrrs.org/athletes/8228627/Eastern_Michigan/Kian_Wiles
7945053,Furman,Bryn_Woodall,m,east,https://www.tfrrs.org/athletes/7945053/Furman/Bryn_Woodall
8893649,Syracuse,Drew_Zundell,m,east,https://www.tfrrs.org/athletes/8893649/Syracuse/Drew_Zundell
9163478,Georgetown_DC,Edwin_Klanke,m,east,https://www.tfrrs.org/athletes/9163478/Georgetown_DC/Edwin_Klanke
