athlete_id,name,school,gender,pr_600,pr_800,pr_MILE,pr_5K_(XC),pr_6K_(XC),pr_3_MILE_(XC),pr_1500,pr_5000,pr_3000S,pr_8K_(XC),pr_10K_(XC),pr_1000,pr_3000,pr_3K_(XC),pr_60,pr_100,pr_200,pr_300,pr_400,pr_JT,pr_LJ,pr_TJ,"pr_10,000",pr_60H,pr_100H,pr_400H,pr_HJ,pr_SP,pr_PENT,pr_HEP,pr_PV,pr_110H,pr_DT,pr_HT,pr_WT,pr_DEC,pr_5_MILE_(XC),pr_500,pr_5.846K_(XC),pr_5.85K_(XC),pr_600Y,pr_7.8K_(XC),pr_8.057K_(XC),pr_4_MILE_(XC),pr_3.1_MILE_(XC),pr_4.97_MILE_(XC),pr_55,pr_300H,pr_200H,pr_55H,pr_8.53K_(XC),pr_5.2_MILE_(XC),pr_13.1K_(XC),pr_5.31K_(XC),pr_4K_(XC),pr_3.11_MILE_(XC),pr_4.8K_(XC),pr_2000S,pr_7.162K_(XC),pr_4.17K_(XC),pr_3.71_MILE_(XC),pr_3.74_MILE_(XC),pr_8.4K_(XC),pr_3.72_MILE_(XC),pr_3.73_MILE_(XC),pr_8.078K_(XC),pr_5200,pr_7.86K_(XC),pr_5.4K_(XC),pr_5.6K_(XC),pr_4000,pr_1600,pr_3.10728_MILE_(XC),pr_6.3K_(XC),pr_5.868K_(XC),pr_5.5K_(XC),pr_3.12_MILE_(XC),pr_8000,pr_5.926K_(XC),pr_2.49_MILE_(XC),pr_4.66_MILE_(XC),pr_4.66071_MILE_(XC),pr_7K_(XC),pr_8.018K_(XC),pr_3.1068_MILE_(XC),pr_150,pr_40Y,pr_4X100,pr_2.55_MILE_(XC),pr_3.14_MILE_(XC),pr_4.97097_MILE_(XC),pr_5.8K_(XC),pr_4.9_MILE_(XC),pr_8.05K_(XC),pr_3.107_MILE_(XC),pr_2_MILE,pr_3200,pr_4.5_MILE_(XC),pr_5.75K_(XC),pr_4.95_MILE_(XC),pr_2K_(XC),pr_2.5_MILE_(XC),pr_7.08K_(XC),pr_7.2K_(XC),pr_1500S,pr_5.95K_(XC),pr_8.075K_(XC),pr_2_MILE_(XC),pr_4.1K_(XC),pr_2.9_MILE_(XC),pr_4.1_MILE_(XC),pr_6.2_MILE_(XC),pr_7.25K_(XC),pr_800_METERS_(XC),pr_6.2K_(XC),pr_3.10686_MILE_(XC),pr_7.7K_(XC),pr_2000,pr_5.2K_(XC),pr_6.17K_(XC),pr_6.08K_(XC),pr_3.1K_(XC),pr_4.88K_(XC),pr_5.013K_(XC),pr_8.8K_(XC),pr_4.7K_(XC),pr_6.4K_(XC),pr_8.067K_(XC),pr_3.85_MILE_(XC),pr_6.212K_(XC),pr_3.72825_MILE_(XC),pr_8.369K_(XC)
7791359,Micaela Degenero,COLORADO,,,2:04.23,4:33.92,,19:50.2,,4:09.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8332686,Chloe Fair,GEORGIA,,1:30.21,,,,,,,,,,,,,,,,24.13,38.06,52.60,,,,,,,55.81,"0.74m 2' 5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000359,Serena Tate,MIAMI (FLA.),f,,,,,,,,,,,,,,,,,24.40 (0.9),38.83,52.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324302,Stephen Clunis,KANSAS CITY,m,,,,,,,,,,,,,,,6.61,10.18 (5.2),21.86 (3.5),,51.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917740,Debora Cherono,TEXAS A&M,f,,2:09.35,4:36.34,,19:50.4,,4:15.99,16:02.04,9:32.10,,,,9:02.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237608,Karl Pohlak,DUKE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.33m 17' 5.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8270328,Michael Bohlke,GEORGE WASHINGTON,m,,1:55.07,4:03.94,,18:29.2,,3:40.66,13:53.64,,23:21.1,30:16.7,2:27.54,7:57.06,,,,,,,,,,,,,,,,,,,,,,,,24:37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24:25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7070432,De' Vion Wilson,HOUSTON,,,,,,,,,,,,,,,,7.01,,21.81,,48.78,,,,,7.55,,51.21,,,,,,13.24 (2.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669767,Samantha Strydesky,PENN,f,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.76m 5' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175584,Chase Mcmullen,KANSAS STATE,m,,,,,,,4:19.40,,,,,2:37.72,,,7.28,11.13 (-0.2),,,47.86,"35.40m 116' 2""","6.71m (2.5) 22' 0.25""",,,8.85,,,"1.97m 6' 5.5""","11.13m 36' 6.25""",,5059,"4.53m 14' 10.25""",15.37 (+0.0),"34.18m 112' 2""",,,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251574,Tam Gavenas,HARVARD,m,,,,,,,3:41.77,13:41.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689860,Akaoma Odeluga,OLE MISS,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.23m 63' 1.25""",,,,,"52.00m 170' 7""","67.19m 220' 5""","23.66m 77' 7.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6997785,Elija Godwin,GEORGIA,,,,,,,,,,,,,,,,6.76,10.47 (-0.4),20.32 (1.6),33.54,44.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588377,Brooke Wilson,WAKE FOREST,f,,,4:41.65,16:48.5,19:54.8,,4:22.01,15:47.75,,,,,9:05.73,,,,,,,,,,32:50.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246065,Greyson Glivinski,OREGON,f,,,,,,,,,,,,,,,,,,,,"52.63m 172' 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995040,Brayden Hill,STEPHEN F. AUSTIN,m,,,,,,,,,,,,,,,,,,,,"39.33m 129' 0""",,,,,,,,,,,"5.22m 17' 1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688021,Carter Solomon,NOTRE DAME,,,,3:57.13,,18:31.0,,3:43.04,13:26.11,,22:55.9,29:18.8,,7:57.94,,,,,,,,,,29:47.22,,,,,,,,,,,,,,23:37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9280753,Amara Idinna,EAST TEXAS A&M,f,,,,,,,,,,,,,,,,,,,,,,,,8.39,13.42 (2.0),,"1.73m 5' 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350628,Ashley Lingueno,UT-RIO GRANDE VALLEY,f,,2:30.82,,,,,,,,,,,,,7.71,,24.65 (2.5),,,"21.70m 71' 2""","5.90m (2.4) 19' 4.25""",,,8.50,13.96 (2.7),,"1.62m 5' 3.75""","11.06m 36' 3.5""",3254,4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978076,Mariama Hunt,NC STATE,f,,,,,,,,,,,,,,,,12.08 (1.6),25.22 (-1.3),,,,"6.43m (4.6) 21' 1.25""","12.86m (1.6) 42' 2.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318056,Joshua Knox,OLE MISS,m,,,,,,,,,,,,,,,7.04,10.28 (2.8),21.05 (1.3),,46.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975793,Adam Phillips,DRAKE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.78m 55' 0.75""",,,,,"56.19m 184' 4""","64.13m 210' 5""","22.03m 72' 3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324569,Evan Jenkins,WASHINGTON,m,,,3:57.21,,,,3:47.18,13:22.28,,,,,7:46.17,,,,,,,,,,28:03.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678658,Juliette Laracuente-Huebner,CINCINNATI,f,1:40.23,2:13.42,,,,,,,,,,,,,,,23.83 (2.3),39.35,55.46,"37.73m 123' 9""","6.36m 20' 10.5""","12.70m (2.8) 41' 8""",,8.22,13.81 (2.5),,"1.78m 5' 10""","13.20m 43' 3.75""",4442,6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019612,Randy Espinoza,NORTHERN ARIZONA,m,,1:53.25,4:08.47,,,,3:47.96,14:01.59,8:41.64,,,,8:06.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326104,Nathan Kent,NAVY,m,,,,,,,,,,,,,,,6.88,10.35 (1.6),20.56 (1.3),,45.23,,,,,,,,,,,,,,,,,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260854,Aniyah Brown,MIAMI (FLA.),f,,,,,,,,,,,,,,,7.48,11.48 (2.8),24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893649,Drew Zundell,SYRACUSE,m,,,3:59.04,,19:00.7,,3:39.98,13:44.02,,23:51.7,,,8:02.50,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8999126,Amirah Shaheed,OREGON,f,,,,,,,,,,,,,,,7.38,11.13 (3.8),23.25 (0.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270442,Amari Noble,AKRON,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.19m 49' 10""",,,,,"57.90m 189' 11""","53.62m 175' 11""","18.79m 61' 7.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324586,Leland Lieberg,WASHINGTON,m,,,,,,,,,,,,,,,,,,,,,"6.47m 21' 2.75""",,,,,,"2.14m 7' 0.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260911,Nandy Kihuyu,MIAMI (FLA.),f,,,,,,,,,,,,,,,7.55,11.72 (1.0),23.60 (4.7),38.52,52.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974813,Sarah Trainor,CONNECTICUT,f,,,4:52.70,,21:00.4,,4:23.24,,9:56.25,,,2:48.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8734868,Nickson Chebii,AUBURN,m,,,4:09.89,14:44.2,,,3:41.83,13:35.20,,22:44.9,29:07.8,,7:57.74,,,,,,,,,,28:39.16,,,,,,,,,,,,,,,,,,,,23:22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7723779,Corinne Jemison,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.24m 56' 6.75""",,,,,"60.07m 197' 1""",,"15.51m 50' 10.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585457,Rocky Hansen,WAKE FOREST,m,,1:49.27,3:57.90,,,,3:35.75,13:12.65,,22:18.6,28:38.0,,7:56.53,,,,,,,,,,,,,,,,,,,,,,,,26:42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7720155,Andrew Nolan,MICHIGAN STATE,m,,1:52.73,4:02.08,,18:17.7,,3:43.52,13:54.55,8:37.83,22:59.3,29:45.7,,7:57.76,,,,,,,,,,,,,,,,,,,,,,,,24:18.2,,,,,,,,,,,,,,,26:16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007998,Juan Marais,RICE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.55m 205' 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265569,Jefferson Jean,UT-RIO GRANDE VALLEY,m,,,,,,,,,,,,,,,,,22.80 (1.7),,,,,,,7.90,,,,,,,,13.91 (3.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7988930,Emily Stefan,BOISE STATE,f,1:39.78,2:24.62,,,,,,,,,,,,,7.76,12.36 (-3.2),24.48 (0.5),,59.72,"30.05m 98' 7""","6.21m (2.7) 20' 4.5""",,,8.77,13.97 (1.8),,"1.58m 5' 2.25""","11.91m 39' 1""",3821,5177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260784,Steven Franco,MIAMI (FLA.),m,,,,,,,4:41.50,,,,,2:49.97,,,7.15,11.02 (1.0),22.44 (2.3),35.87,48.92,"56.82m 186' 5""","6.99m (-0.7) 22' 11.25""",,,8.30,,,"1.95m 6' 4.75""","14.12m 46' 4""",,5118,"4.35m 14' 3.25""",14.85 (1.4),"40.65m 133' 4""",,,7289,,1:08.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7486888,Louis Gordon,UALBANY,,,,,,,,,,,,,,,,7.03,,,,,,"7.83m (0.3) 25' 8.25""",,,,,,"2.19m 7' 2.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986545,Katharine Beachler,BYU,f,,,,,,,,,,,,,,,,,,,,"48.79m 160' 1""",,,,,,,,"15.08m 49' 5.75""",,,,,"40.08m 131' 6""","53.30m 174' 10""","14.75m 48' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272243,Katharina Graman,ILLINOIS,f,,,,,,,,,,,,,,,7.71,11.99 (2.0),,,,,"6.47m (+0.0) 21' 2.75""","13.88m (1.2) 45' 6.5""",,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7720913,Emily March,IOWA STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.22m 43' 4.5""",,,,,"58.27m 191' 2""","58.50m 191' 11""","18.67m 61' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321012,Xavier Preston,SOUTHERN ILLINOIS,m,,,,,,,,,,,,,,,6.71,10.38 (2.4),20.98,33.76,47.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7730010,Jayden White,WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.18m 171' 2""","70.21m 230' 4""","23.73m 77' 10.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8283707,Colton Rhodes,OKLAHOMA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.42m 17' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8915550,Kyle Iorg,MONTANA,m,,,,,,,,,,,,,,,,,,,,"73.15m 240' 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021682,Savannah Simms,RICE,f,1:37.09,,,,,,,,,,,,,,,,26.39 (1.2),,56.69,,,"13.19m (3.5) 43' 3.25""",,,,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263297,Le'Ezra Brown,GEORGIA,m,,,,,,,,,,,,,,,,,,,,,,,,7.56,,,,,,,,13.22 (1.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324085,Anna Thomason,SE MISSOURI,f,,2:20.09,,,,,,,,,,,,,,12.06 (-1.2),24.35 (3.8),,58.05,"38.49m 126' 3""","5.86m (+0.0) 19' 2.75""","10.95m 35' 11.25""",,8.34,13.42 (3.1),,"1.69m 5' 6.5""","11.36m 37' 3.25""",3982,5260,,,,,,,,,,,,,,,,,7.14,,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713432,Kalen Beavers,NORTHWESTERN ST.,m,,,,,,,,,,,,,,,6.69,10.20 (3.4),20.72 (1.5),,50.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010976,Alexandre Malanda,KENT STATE,,,,,,,,,,,,,,,,7.44,,,,,,"7.70m (3.7) 25' 3.25""","16.30m 53' 5.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8983881,A'Laji Bradley,KENTUCKY,f,,,,,,,,,,,,,,,,,22.80 (2.4),38.04,51.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6985983,A'Nan Bridgett,RUTGERS,,,,,,,,,,,,,,,,6.74,10.36 (1.5),21.86 (1.4),,,,"7.97m (2.6) 26' 1.75""",,,,,,"2.03m 6' 7.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694069,Nick Bailey,GRAMBLING,m,,,,,,,,,,,,,,,,,22.37 (5.1),,51.03,,,,,,,,"2.12m 6' 11.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691791,Myejoi Williams,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.85m 58' 6.75""",,,,,"52.99m 173' 10""","51.60m 169' 3""","19.04m 62' 5.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7494773,Abbey Glynn,COLORADO,,1:28.48,2:11.32,,,,,,,,,,,,,,,,,51.77,,,,,,,55.75,,,,,,,,,,,,,,,1:18.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003659,Kentre Patterson,OHIO STATE,,,,,,,,,,,,,,,,,,22.93 (0.2),,,,,,,7.81,,,,,,,,13.39 (1.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003308,Daryl Bachmann,NEW ORLEANS,m,,,,,,,,,,,,,,,6.99,10.40 (2.4),21.14 (1.9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242899,Joseph Derosier,FLORIDA A&M,m,,,,,,,,,,,,,,,,,21.48 (0.6),,,,,,,7.72,,,,,,,,13.50 (0.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252175,Dylan Mcelhinney,HARVARD,,,2:10.30,4:42.28,,,,4:10.98,,,,,2:48.72,9:45.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002873,Caisja Chandler,USC,,,,,,,,,,,,,,,,7.30,10.99 (1.1),22.27 (2.5),37.70,56.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653908,Brian Boler,PRINCETON,m,,1:55.27,4:00.17,,,,3:40.51,13:40.75,8:31.28,23:42.5,,,7:52.44,,,,,,,,,,,,,,,,,,,,,,,,25:45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7727055,Terrence Jones,TEXAS TECH,,,,,,,,,,,,,,,,6.45,9.91 (1.0),19.87 (0.9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
