athlete_id,name,school,gender,pr_600,pr_800,pr_MILE,pr_5K_(XC),pr_6K_(XC),pr_3_MILE_(XC),pr_1500,pr_5000,pr_3000S,pr_8K_(XC),pr_10K_(XC),pr_1000,pr_3000,pr_3K_(XC),pr_60,pr_100,pr_200,pr_300,pr_400,pr_JT,pr_LJ,pr_TJ,"pr_10,000",pr_60H,pr_100H,pr_400H,pr_HJ,pr_SP,pr_PENT,pr_HEP,pr_PV,pr_110H,pr_DT,pr_HT,pr_WT,pr_DEC,pr_5_MILE_(XC),pr_500,pr_5.846K_(XC),pr_5.85K_(XC),pr_600Y,pr_7.8K_(XC),pr_8.057K_(XC),pr_4_MILE_(XC),pr_3.1_MILE_(XC),pr_4.97_MILE_(XC),pr_55,pr_300H,pr_200H,pr_55H,pr_8.53K_(XC),pr_5.2_MILE_(XC),pr_13.1K_(XC),pr_5.31K_(XC),pr_4K_(XC),pr_3.11_MILE_(XC),pr_4.8K_(XC),pr_2000S,pr_7.162K_(XC),pr_4.17K_(XC),pr_3.71_MILE_(XC),pr_3.74_MILE_(XC),pr_8.4K_(XC),pr_3.72_MILE_(XC),pr_3.73_MILE_(XC),pr_8.078K_(XC),pr_5200,pr_7.86K_(XC),pr_5.4K_(XC),pr_5.6K_(XC),pr_4000,pr_1600,pr_3.10728_MILE_(XC),pr_6.3K_(XC),pr_5.868K_(XC),pr_5.5K_(XC),pr_3.12_MILE_(XC),pr_8000,pr_5.926K_(XC),pr_2.49_MILE_(XC),pr_4.66_MILE_(XC),pr_4.66071_MILE_(XC),pr_7K_(XC),pr_8.018K_(XC),pr_3.1068_MILE_(XC),pr_150,pr_40Y,pr_4X100,pr_2.55_MILE_(XC),pr_3.14_MILE_(XC),pr_4.97097_MILE_(XC),pr_5.8K_(XC),pr_4.9_MILE_(XC),pr_8.05K_(XC),pr_3.107_MILE_(XC),pr_2_MILE,pr_3200,pr_4.5_MILE_(XC),pr_5.75K_(XC),pr_4.95_MILE_(XC),pr_2K_(XC),pr_2.5_MILE_(XC),pr_7.08K_(XC),pr_7.2K_(XC),pr_1500S,pr_5.95K_(XC),pr_8.075K_(XC),pr_2_MILE_(XC),pr_4.1K_(XC),pr_2.9_MILE_(XC),pr_4.1_MILE_(XC),pr_6.2_MILE_(XC),pr_7.25K_(XC),pr_800_METERS_(XC),pr_6.2K_(XC),pr_3.10686_MILE_(XC),pr_7.7K_(XC),pr_2000,pr_5.2K_(XC),pr_6.17K_(XC),pr_6.08K_(XC),pr_3.1K_(XC),pr_4.88K_(XC),pr_5.013K_(XC),pr_8.8K_(XC),pr_4.7K_(XC),pr_6.4K_(XC),pr_8.067K_(XC),pr_3.85_MILE_(XC),pr_6.212K_(XC),pr_3.72825_MILE_(XC),pr_8.369K_(XC)
7367311,Amanda Vestri,SYRACUSE,,,,4:47.54,17:01.0,19:50.1,16:42.2,,15:42.48,,,,,9:04.36,,,,,,,,,,32:08.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:02.2,,,,,,,,,,,,,,,,12:37.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720573,Kamron Neal,TEXAS TECH,m,1:24.72,,,,,,,,,,,,,,6.77,10.18 (5.0),20.27 (3.1),32.86,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318374,Gary Moore,KANSAS STATE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.85m 61' 10.25""",,,,,"56.90m 186' 8""","67.68m 222' 0""","23.54m 77' 2.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987288,Sam Whitmarsh,TEXAS A&M,,1:16.90,1:44.46,,,,,3:40.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592376,Gianni Allwein,CINCINNATI,m,,1:49.36,4:00.19,14:49.2,19:29.6,,3:39.68,,,24:03.3,30:56.0,2:24.80,8:21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242754,Paige Echsner,UCLA,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.17m 13' 8.25""",,,"18.64m 61' 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253515,Auceane Bouijoux,TEXAS TECH,f,,,,,,,,,,,,,,,,,,,,,,,,8.32,13.29 (3.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189255,Rylee Blade,FLORIDA STATE,f,,,4:53.30,,19:29.1,,4:22.07,15:29.45,,,,,9:03.46,,,,,,,,,,32:35.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8665935,Cameron Guadiano,KENNESAW STATE,m,,,,,,,,,,,,,,,7.02,10.92 (0.3),21.15 (2.5),,49.70,,,,,7.85,,52.34,,,,,,13.63 (3.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010896,Anna Hall,FLORIDA,,1:34.38,2:03.11,,,,,,,,,,,,,,,23.13 (0.4),,,"45.12m 148' 0""","6.74m (3.3) 22' 1.5""",,,8.31,13.33 (-0.7),54.48,"1.89m 6' 2.25""","13.54m 44' 5.25""",4618,6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7723549,Kayla Thorpe,MARYLAND,,,,,,,,,,,,,,,,,,,,,"53.44m 175' 4""",,,,,,,,"14.85m 48' 8.75""",,,,,"40.53m 133' 0""",,"13.70m 44' 11.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729144,Maria Deaviz,VILLANOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.97m 58' 11.5""",,,,,"52.58m 172' 6""",,"16.16m 53' 0.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001685,Garner Ezell,SAMFORD,m,,,,,,,5:01.98,,,,,3:00.65,,,7.00,10.80 (+0.0),22.06 (0.6),,49.50,"42.39m 139' 1""","6.82m 22' 4.5""",,,9.27,,,"1.88m 6' 2""","11.59m 38' 0.25""",,4893,"4.60m 15' 1""",16.71 (1.3),"35.35m 116' 0""",,,6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006140,Cleo Agyepong,HOUSTON,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.94m 55' 7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932239,Kennady Anderson,ILLINOIS,f,,2:11.47,4:47.32,17:51.1,20:55.8,,4:22.00,,10:18.80,,,2:51.93,9:34.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975665,Maxwell Forte,DUKE,m,1:23.15,,,,,,4:37.19,,,,,2:43.06,,,6.95,10.60 (1.9),,,47.71,"49.53m 162' 6""","7.77m (0.5) 25' 6""","13.98m (1.3) 45' 10.5""",,8.11,,,"1.92m 6' 3.5""","13.94m 45' 9""",,5598,"4.75m 15' 7""",14.34 (2.2),"45.25m 148' 5""",,,7853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576733,Edward Jeans,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.28m 128' 10""","68.10m 223' 5""","20.05m 65' 9.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249266,Chanice Spicer,ALABAMA STATE,f,,,,,,,,,,,,,,,,11.72 (2.6),24.06 (0.1),,55.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262073,Payton Payne,FLORIDA,f,,,,,,,,,,,,,,,7.33,11.54 (1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354288,Emily Fitzsimmons,OREGON,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.48m 14' 8.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013657,Will Fredrick,SOUTH ALABAMA,m,,,,,,,,,,,,,,,6.84,10.54 (1.3),,,,,"6.48m 21' 3.25""",,,,,,,,,,"5.35m 17' 6.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8634255,Alexander Kolesnikoff,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.69m 67' 10.75""",,,,,"53.07m 174' 1""","52.01m 170' 8""","15.97m 52' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362093,Carli Makarawu,KENTUCKY,,,,,,,,,,,,,,,,6.60,10.02 (3.9),19.84 (0.3),32.72,46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533143,Jordan West,ARKANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.76m 68' 1.5""",,,,,"56.59m 185' 8""","51.98m 170' 6""","18.44m 60' 6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354908,Eddy Vu,NORTHWESTERN ST.,m,,,,,,,,,,,,,,,6.66,10.28 (4.3),21.14 (0.9),,50.58,,"5.97m 19' 7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168702,Victoria Rodriguez,WAKE FOREST,f,,,4:50.72,,20:27.4,,4:23.03,,10:09.14,,,2:47.24,9:40.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908093,Sylvana Northrop,UC SAN DIEGO,f,,2:13.48,4:44.09,17:08.4,20:01.4,,4:20.07,15:45.18,,,,,9:24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23:20.1,,,,,,,,,,,,
7718475,Benjamin Conacher,VIRGINIA TECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.61m 18' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722564,Bradley Jelmert,ARKANSAS STATE,,,,,,,,,,,,,,,,,11.22 (2.9),,,,,"6.52m (3.6) 21' 4.75""",,,,,,,,,,"5.72m 18' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267508,Tyson Seeser,IOWA STATE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.16m 7' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8649335,Savannah Chadic,JACKSONVILLE,f,,,,,,,,,,,,,,,7.93,,24.11,,52.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701629,Amori Pierson,TEXAS TECH,f,,,,,,,,,,,,,,,,12.94,27.98,,,,,,,,,,,"17.84m 58' 6.5""",,,,,"56.46m 185' 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276319,Maya Anderson,GEORGIA STATE,f,,,,,,,,,,,,,,,7.98,,25.19 (-0.8),,,,,,,8.34,13.24 (0.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007497,Michael Middleton,OHIO STATE,m,,,,,,,,,,,,,,,,,,35.31,46.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893496,James Dargan,STANFORD,m,,,3:58.35,,,,3:40.98,13:35.57,,23:18.1,29:35.4,,7:44.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195734,Victor Kipkoech,TEXAS TECH,m,,,4:10.57,14:52.0,,,3:50.33,13:43.14,,22:56.7,29:24.7,,7:53.85,,,,,,,,,,28:36.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224490,Zariel Macchia,BYU,f,,2:21.92,4:38.02,,19:50.3,,4:15.82,,,,,,9:15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245183,Michael Rice Jr.,CHARLOTTE,m,,1:50.35,,,,,,,,,,,,,,,21.77 (-0.4),,46.34,,,,,,,,,,,,,,,,,,,1:03.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9269516,Hamdi Ali,UCLA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.22m 7' 3.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8991399,Zach Mylenek,PURDUE,m,,,,,,,,,,,,,,,,,21.27 (2.8),33.74,47.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7524768,Jeremiah Davis,FLORIDA STATE,,,,,,,,,,,,,,,,6.69,,,,,,"8.37m 27' 5.5""","16.78m (-1.3) 55' 0.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722972,Jaida Ross,OREGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.01m 65' 7.75""",,,,,"59.74m 196' 0""",,"17.72m 58' 1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687875,Garrett Nelson,UTAH VALLEY,m,,,,,,,,,,,,,,,6.85,10.37 (5.1),21.43 (4.5),36.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007478,Morgan Hallett,OHIO STATE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.45m 50' 8.25""",,,,,"56.52m 185' 5""","55.66m 182' 7""","18.27m 59' 11.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720932,Rowan Hamilton,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.18m 253' 2""","22.36m 73' 4.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537946,Benji Phillips,NORTH DAKOTA STATE,,,,,,,,,,,,,,,,,,,,,"75.27m 246' 11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7982255,Saraiah Walkes,EASTERN MICHIGAN,f,,,,,,,,,,,,,,,7.37,11.45 (1.1),23.19 (-0.4),38.77,52.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921199,Rodolfo Sanchez,LOYOLA (ILL.),m,,1:52.08,4:06.11,,,,3:40.53,,,24:23.8,32:04.4,,,,,,,,,,,,,,,,,,,,,,,,,,25:45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249797,John Apel,CINCINNATI,m,,,,,,,,,,,,,,,7.13,,21.54 (2.1),34.39,47.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7376675,Mercy Chelangat,ALABAMA,,,,4:57.95,16:02.1,18:33.7,,4:19.92,15:17.28,,,,,8:53.16,,,,,,,,,,31:55.80,,,,,,,,,,,,,,,,,19:42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:29.8,,,,,,,,,,,,21:14.4,,,,,,,,,,,
8693352,Tamara Aimufia,UC SAN DIEGO,f,,,,,,,,,,,,,,,,12.84 (0.5),,,,,"6.15m (1.0) 20' 2.25""","13.01m (0.1) 42' 8.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278827,Jack Gregorski,PRINCETON,m,,,4:19.42,,17:33.8,,3:49.30,13:53.59,,24:06.8,,,8:08.52,,,,,,,,,,29:09.06,,,,,,,,,,,,,,27:06.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336016,Trinity Henderson,MICHIGAN,f,,,,,,,,,,,,,,,7.67,12.15 (0.2),24.22 (1.6),38.74,54.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9009601,Jesse Imemba,COLORADO ST.,m,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.13m 6' 11.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8978534,Kameil Crane,PRINCETON,f,,,,,,,,,,,,,,,,,,,,"48.10m 157' 10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895230,Janet Jepkemboi Amimo,KENTUCKY,f,,1:59.01,,16:30.4,20:06.4,16:40.0,4:13.58,,,,,2:43.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984694,Alex Bernstein,DEPAUL,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.75m 137' 0""","71.84m 235' 8""","21.65m 71' 0.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705548,Marcus Brown,OHIO STATE,m,,,,,,,,,,,,,,,6.71,10.36 (2.9),20.80 (3.1),33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709992,Kanyinsola Ajayi,AUBURN,m,,,,,,,,,,,,,,,6.45,9.84 (0.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672717,Brazil Neal,OREGON,f,,,,,,,,,,,,,,,7.37,11.47 (2.5),23.61 (0.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9011661,Selva Prabhu,KANSAS STATE,m,,,,,,,,,,,,,,,,,,,,,"7.35m 24' 1.5""","17.19m (4.6) 56' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906782,Blezzin Kimutai,TULANE,f,,,5:00.74,,19:24.7,,4:32.41,15:54.12,,,,,9:21.66,,,,,,,,,,33:28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:36.1,,,,,,,,,,,,,,,,,,,,19:31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251348,Kinzlee Riddle,UTAH,f,,,,,,,,,,,,,,,7.52,11.82 (-0.4),23.88 (-0.2),,53.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7731969,Pj Austin,FLORIDA,,,,,,,,,,,,,,,,6.53,9.88 (5.5),20.79 (-0.2),38.04,,,"8.01m 26' 3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321679,Austin Busch,IOWA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.00m 52' 6""",,,,,,"66.78m 219' 1""","21.32m 69' 11.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242564,Mary Grusky,DUQUESNE,f,,,,,,,,,,,,,,,,,,,,"51.75m 169' 9""",,,,,,,,"12.03m 39' 5.75""",,,,,"37.48m 122' 11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701622,Alyssa Colbert,TEXAS TECH,f,,,,,,,,,,,,,,,7.17,10.96 (4.1),23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
